artista,cancion,duracion_ms,explicito,anio,popularidad,bailable,energia,clave,volumen,modo,locuacidad,acusticidad,instrumentalidad,vivisidad,valencia emocional,tempo,genero_principal_Dance/Electronic,genero_principal_Folk/Acoustic,genero_principal_R&B,genero_principal_World/Traditional,genero_principal_country,genero_principal_easy listening,genero_principal_hip hop,genero_principal_latin,genero_principal_metal,genero_principal_pop,genero_principal_rock,genero_principal_set(),fecha_lanzamiento,Followers,dia_semana,TOP50_2019-2020,inflation,unemployment,gdp_per_capita,gross_savings,crecimiento_renta_neta,consumption_expenditure
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),204173,1,2017,72,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,0,0,0,0,0,0,1,0,0,0,0,0,2017-06-22,11644040,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Post Malone,Congratulations,220293,1,2016,81,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,0,0,0,0,0,0,1,0,0,0,0,0,2016-12-09,45262820,Friday,sí,1.261583206,4.869,58207,18.67,1.06,81.79
Avicii,Without You (feat. Sandro Cavazza),181672,1,2017,77,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,0,0,0,0,0,0,0,0,0,1,0,0,2017-08-10,23008755,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Clean Bandit,Symphony (feat. Zara Larsson),214866,0,2017,0,0.718,0.609,0,-4.699,0,0.043,0.281,3.29e-05,0.234,0.497,122.95,0,0,0,0,0,0,0,0,0,1,0,0,2017-03-16,5524094,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Katy Perry,Chained To The Rhythm,237733,0,2017,69,0.562,0.8,0,-5.404,1,0.112,0.0814,0.0,0.199,0.471,95.029,0,0,0,0,0,0,0,0,0,1,0,0,2017-06-09,34270202,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),144244,0,2016,57,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,0,0,0,0,0,0,0,0,0,0,0,1,2016-09-30,64038,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413,1,2017,79,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,0,0,0,0,0,0,1,0,0,0,0,0,2017-06-30,22833621,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Migos,T-Shirt,242407,1,2017,64,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,0,0,0,0,0,0,1,0,0,0,0,0,2015-01-01,13976603,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
OneRepublic,Rich Love (with Seeb),201256,0,2017,64,0.401,0.872,1,-3.641,0,0.314,0.167,0.0,0.362,0.472,104.592,0,0,0,0,0,0,0,0,0,1,0,0,2017-07-14,17415359,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,193613,1,2017,61,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,0,0,0,0,0,0,0,0,0,0,1,0,2017-03-02,2031834,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Macklemore,Glorious (feat. Skylar Grey),220454,1,2017,74,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,0,0,0,0,0,0,1,0,0,0,0,0,2017-09-22,2375401,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Hayden James,NUMB,217296,1,2019,47,0.617,0.558,10,-7.046,0,0.0431,0.184,1.03e-06,0.0911,0.4,147.932,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-16,262580,Friday,no,1.812210075,3.669,65548,19.45,2.26,81.0
Liam Payne,Strip That Down,204502,0,2017,1,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,0,0,0,0,0,0,0,0,0,1,0,0,2019-12-06,10015058,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Drake,Passionfruit,298940,1,2017,0,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,0,0,0,0,0,0,1,0,0,0,0,0,2017-03-18,91634236,Saturday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Justin Bieber,Friends (with BloodPop®),189466,0,2017,0,0.744,0.739,8,-5.35,1,0.0387,0.00459,0.0,0.306,0.649,104.99,0,0,0,0,0,0,0,0,0,1,0,0,2017-08-17,77112818,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",245200,0,2016,0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,0,0,0,0,0,0,0,0,0,1,0,0,2017-02-10,23177158,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Alessia Cara,Scars To Your Beautiful,230226,0,2016,76,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,0,0,0,0,0,0,0,0,0,1,0,0,2016-03-11,11810634,Friday,no,1.261583206,4.869,58207,18.67,1.06,81.79
2 Chainz,It's A Vibe,210200,1,2017,71,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,0,0,0,0,0,0,1,0,0,0,0,0,2017-06-16,8072856,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Starley,Call on Me - Ryan Riback Remix,222040,0,2016,48,0.67,0.838,0,-4.031,1,0.0362,0.0605,0.000611,0.159,0.716,105.0,0,0,0,0,0,0,0,0,0,1,0,0,2016-10-18,204953,Tuesday,no,1.261583206,4.869,58207,18.67,1.06,81.79
AJR,Weak,201160,0,2017,0,0.673,0.637,5,-4.518,1,0.0429,0.137,0.0,0.184,0.678,123.98,0,0,0,0,0,0,0,0,0,0,1,0,1992-10-27,3441096,Tuesday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Lana Del Rey,Lust for Life (with The Weeknd),264011,0,2017,0,0.499,0.676,0,-8.618,0,0.0582,0.588,0.00484,0.358,0.295,99.979,0,0,0,0,0,0,0,0,0,1,0,0,2017-07-21,39435404,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
CNCO,Reggaetón Lento (Remix),188786,0,2017,0,0.623,0.909,4,-3.079,0,0.0758,0.158,0.0,0.0972,0.651,93.984,0,0,0,0,0,0,0,0,0,1,0,0,2018-04-06,9416783,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
The Vamps,Middle Of The Night,174600,0,2017,61,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093,0,0,0,0,0,0,0,0,0,1,0,0,2020-01-10,5856793,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
The Weeknd,I Feel It Coming,269186,0,2016,78,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,0,0,0,0,0,0,0,0,0,1,0,0,2016-11-25,90473861,Friday,sí,1.261583206,4.869,58207,18.67,1.06,81.79
The Chainsmokers,Paris,221506,0,2017,73,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,0,0,0,0,0,0,0,0,0,1,0,0,2015-11-20,20441381,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Big Sean,Bounce Back,222360,1,2017,71,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,0,0,0,0,0,0,1,0,0,0,0,0,2017-02-03,11199114,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Shawn Mendes,Mercy,208733,0,2017,0,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127,0,0,0,0,0,0,0,0,0,1,0,0,2017-04-20,43165238,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Avicii,Lonely Together (feat. Rita Ora),181812,0,2017,53,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,0,0,0,0,0,0,0,0,0,1,0,0,2017-08-10,23008755,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Cheat Codes,No Promises (feat. Demi Lovato),223503,0,2017,68,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,0,0,0,0,0,0,0,0,0,1,0,0,2017-03-31,2108905,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Bruno Mars,24K Magic,225983,0,2016,78,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,0,0,0,0,0,0,0,0,0,1,0,0,2016-11-17,58724169,Thursday,no,1.261583206,4.869,58207,18.67,1.06,81.79
Lorde,Homemade Dynamite - REMIX,214254,1,2017,8,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996,0,0,0,0,0,0,0,0,0,1,0,0,2017-09-14,10036581,Thursday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Kygo,It Ain't Me (with Selena Gomez),220780,0,2017,75,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,0,0,0,0,0,0,0,0,0,1,0,0,2017-02-17,8432584,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Drake,God's Plan,198973,1,2018,81,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-29,91634236,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Post Malone,rockstar (feat. 21 Savage),218146,1,2018,83,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,0,0,0,0,0,0,1,0,0,0,0,0,2018-04-27,45262820,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Offset,Ric Flair Drip (with Metro Boomin),172800,1,2017,80,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,0,0,0,0,0,0,1,0,0,0,0,0,2017-10-30,4300381,Monday,no,2.130110004,4.355,60322,19.19,2.71,81.61
G-Eazy,Him & I (with Halsey),268866,1,2017,75,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,0,0,0,0,0,0,1,0,0,0,0,0,2017-12-15,5415064,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Dynoro,In My Mind,184560,0,2018,78,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,0,0,0,0,0,0,0,0,0,1,0,0,2018-06-08,284670,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Juice WRLD,Lucid Dreams,239835,1,2018,84,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,0,0,0,0,0,0,1,0,0,0,0,0,2018-12-10,35213263,Monday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Zedd,The Middle,184732,0,2018,80,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,0,0,0,0,0,0,1,0,0,0,0,0,2001-07-17,5952256,Tuesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Marshmello,FRIENDS,202620,1,2018,78,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,0,0,0,0,0,0,0,0,0,1,0,0,2018-02-09,33786277,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Cardi B,I Like It,253390,1,2018,79,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,0,0,0,0,0,0,1,0,0,0,0,0,2024-07-19,24391824,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
XXXTENTACION,Moonlight,135090,1,2018,82,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,0,0,0,0,0,0,1,0,0,0,0,0,2018-03-16,46529346,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Ariana Grande,no tears left to cry,205920,0,2018,77,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,0,0,0,0,0,0,0,0,0,1,0,0,2018-08-17,99549434,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Sheck Wes,Mo Bamba,183906,1,2018,77,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,0,0,0,0,0,0,1,0,0,0,0,0,2018-10-05,1625701,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Calvin Harris,One Kiss (with Dua Lipa),214846,0,2018,81,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,0,0,0,0,0,0,1,0,0,0,0,0,2018-04-06,22833621,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Tyga,Taste (feat. Offset),232959,1,2018,73,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,0,0,0,0,0,0,1,0,0,0,0,0,2019-06-07,6947336,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Travis Scott,SICKO MODE,312820,1,2018,81,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,0,0,0,0,0,0,1,0,0,0,0,0,2018-08-03,32595488,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Imagine Dragons,Natural,189466,0,2018,80,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,0,0,0,0,0,0,0,0,0,0,1,0,2018-11-09,54367178,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,1,2018,76,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,0,0,0,0,0,0,1,0,0,0,0,0,2018-09-28,8822563,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Marshmello,Spotlight,177600,0,2018,71,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,0,0,0,0,0,0,0,0,0,1,0,0,2018-01-12,33786277,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
The Weeknd,Pray For Me (with Kendrick Lamar),211440,1,2018,69,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,0,0,0,0,0,0,0,0,0,1,0,0,2018-02-09,90473861,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Billie Eilish,lovely (with Khalid),200185,0,2018,86,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,0,0,0,0,0,0,0,0,0,1,0,0,2018-04-19,99119272,Thursday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Migos,Walk It Talk It,276147,1,2018,75,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,0,0,0,0,0,0,1,0,0,0,0,0,2018-01-26,13976603,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Clean Bandit,Solo (feat. Demi Lovato),222653,0,2018,71,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,0,0,0,0,0,0,0,0,0,1,0,0,2018-05-17,5524094,Thursday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Drake,Nonstop,238614,1,2018,77,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,0,0,0,0,0,0,1,0,0,0,0,0,2018-06-29,91634236,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
6ix9ine,FEFE,179404,1,2018,42,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,0,0,0,0,0,0,1,0,0,0,0,0,2018-01-01,6843770,Monday,no,2.442583297,3.896,63201,19.34,2.91,81.3
The Weeknd,Call Out My Name,228373,0,2018,80,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,0,0,0,0,0,0,0,0,0,1,0,0,2018-03-30,90473861,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Nio Garcia,Te Boté - Remix,417920,1,2018,76,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,0,0,0,0,0,0,0,1,0,0,0,0,2018-04-13,5296519,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Migos,MotorSport,303076,1,2018,72,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,0,0,0,0,0,0,1,0,0,0,0,0,2018-01-26,13976603,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Nicky Jam,X,172854,0,2019,74,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,0,0,0,0,0,0,0,1,0,0,0,0,2024-09-05,18923699,Thursday,no,1.812210075,3.669,65548,19.45,2.26,81.0
XXXTENTACION,SAD!,166605,1,2018,82,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,0,0,0,0,0,0,1,0,0,0,0,0,2018-03-16,46529346,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Becky G,Sin Pijama,188560,0,2018,69,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,0,0,0,0,0,0,0,0,0,1,0,0,2019-10-18,14969267,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",202804,0,2017,71,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,0,0,0,0,0,0,1,0,0,0,0,0,2017-11-18,5357268,Saturday,no,2.130110004,4.355,60322,19.19,2.71,81.61
6ix9ine,GUMMO,157643,1,2018,63,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,0,0,0,0,0,0,1,0,0,0,0,0,2018-04-10,6843770,Tuesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
The Chainsmokers,Sick Boy,193200,0,2018,69,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,0,0,0,0,0,0,0,0,0,1,0,0,2018-12-14,20441381,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",229670,1,2018,71,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,0,0,0,0,0,0,1,0,0,0,0,0,2018-01-12,1494094,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Rich The Kid,Plug Walk,175229,1,2018,72,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,0,0,0,0,0,0,1,0,0,0,0,0,2018-03-30,3383170,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Kendrick Lamar,All The Stars (with SZA),232186,1,2018,80,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,0,0,0,0,0,0,1,0,0,0,0,0,2018-02-09,32592102,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Logic,Everyday,204746,1,2018,69,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,0,0,0,0,0,0,1,0,0,0,0,0,2015-05-26,6088806,Tuesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Jason Derulo,Tip Toe (feat. French Montana),187521,0,2017,64,0.845,0.709,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.062,0,0,0,0,0,0,1,0,0,0,0,0,2017-11-10,12166576,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Ariana Grande,God is a woman,197546,1,2018,78,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,0,0,0,0,0,0,0,0,0,1,0,0,2018-08-17,99549434,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,332300,1,2018,66,0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.118,0.584,173.948,0,0,0,0,0,0,1,0,0,0,0,0,2018-05-04,7457738,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
EO,German,170825,0,2018,67,0.862,0.583,8,-6.26,0,0.0654,0.811,1.86e-05,0.191,0.852,103.019,0,0,0,0,0,0,0,0,0,0,0,1,2011-06-22,44201,Wednesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Dennis Lloyd,Nevermind,156600,0,2017,74,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,0,0,0,0,0,0,0,0,0,1,0,0,2017-06-30,684211,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
girl in red,we fell in love in october,184153,0,2018,82,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,0,0,0,0,0,0,0,0,0,1,0,0,2018-11-21,7427948,Wednesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Selena Gomez,Wolves,197993,0,2017,78,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,0,0,0,0,0,0,0,0,0,1,0,0,2017-10-25,50648388,Wednesday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Tiësto,Jackie Chan,215759,1,2018,72,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,0,0,0,0,0,0,0,0,0,1,0,0,2018-05-18,7466065,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Tom Walker,Leave a Light On,185863,0,2017,70,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,0,0,0,0,0,0,0,0,0,0,1,0,2017-10-13,1227681,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,0,2018,65,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,0,0,0,0,0,0,0,0,0,1,0,0,2018-02-16,3105300,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Marshmello,Silence,180822,0,2017,80,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,0,0,0,0,0,0,0,0,0,1,0,0,2017-08-11,33786277,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
5 Seconds of Summer,Youngblood,203417,0,2018,69,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,0,0,0,0,0,0,0,0,0,1,0,0,2018-06-15,10027909,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Loud Luxury,Body (feat. brando),163216,0,2017,0,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,0,0,0,0,0,0,0,0,0,1,0,0,2014-11-19,665339,Wednesday,no,2.130110004,4.355,60322,19.19,2.71,81.61
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),245453,0,2018,62,0.541,0.787,2,-4.618,0,0.0331,0.0167,0.0,0.157,0.2,113.0,0,0,0,0,0,0,0,0,0,1,0,0,2018-02-09,10015058,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
NF,Let You Down,212120,0,2017,79,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,0,0,0,0,0,0,1,0,0,0,0,0,2017-10-06,10220445,Friday,no,2.130110004,4.355,60322,19.19,2.71,81.61
XXXTENTACION,changes,121886,0,2018,79,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,0,0,0,0,0,0,1,0,0,0,0,0,1998-01-01,46529346,Thursday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Maluma,Corazón (feat. Nego do Borel),184720,0,2018,69,0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075,0,0,0,0,0,0,0,1,0,0,0,0,2018-05-18,34458689,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Cardi B,Bodak Yellow,223712,1,2018,72,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,0,0,0,0,0,0,1,0,0,0,0,0,2018-04-06,24391824,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Lil Baby,Yes Indeed,142273,1,2018,79,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,0,0,0,0,0,0,1,0,0,0,0,0,2018-05-18,18454361,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Jonas Blue,Rise,194407,0,2018,70,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,0,0,0,0,0,0,0,0,0,1,0,0,2019-04-10,3762552,Wednesday,no,2.442583297,3.896,63201,19.34,2.91,81.3
David Guetta,Flames,194680,0,2018,59,0.631,0.649,5,-5.892,0,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95,0,0,0,0,0,0,1,0,0,0,0,0,2021-01-08,26131627,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
Ozuna,Vaina Loca,176133,0,2018,72,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,0,0,0,0,0,0,0,1,0,0,0,0,2018-08-24,37335869,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Charlie Puth,How Long,200853,0,2018,72,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,0,0,0,0,0,0,0,0,0,1,0,0,2018-05-11,23124320,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Post Malone,Better Now,231266,1,2018,80,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,0,0,0,0,0,0,1,0,0,0,0,0,2018-04-27,45262820,Friday,sí,2.442583297,3.896,63201,19.34,2.91,81.3
BlocBoy JB,Look Alive (feat. Drake),181263,1,2018,73,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,0,0,0,0,0,0,1,0,0,0,0,0,2018-05-04,1384506,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Eminem,River (feat. Ed Sheeran),221013,1,2017,72,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,0,0,0,0,0,0,1,0,0,0,0,0,2017-12-15,89808468,Friday,sí,2.130110004,4.355,60322,19.19,2.71,81.61
Marshmello,Happier,214289,0,2018,82,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,0,0,0,0,0,0,0,0,0,1,0,0,2018-08-17,33786277,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Dean Lewis,Be Alright,196373,1,2018,79,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,0,0,0,0,0,0,0,0,0,1,0,0,2018-06-29,3292758,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Charlie Puth,Done for Me (feat. Kehlani),180493,0,2018,67,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009,0,0,0,0,0,0,0,0,0,1,0,0,2018-05-11,23124320,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
Migos,Stir Fry,190288,1,2018,72,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,0,0,0,0,0,0,1,0,0,0,0,0,2018-01-26,13976603,Friday,no,2.442583297,3.896,63201,19.34,2.91,81.3
